James Cameron ;Sam Worthington;Zoe Saldana;Sigourney Weaver;Stephen Lang;Michelle Rodriguez;Giovanni Ribisi;Joel David Moore;CCH Pounder;Wes Studi;Laz Alonso;Dileep Rao;Matt Gerald;Sean Anthony Moran;Jason Whyte;Scott Lawrence;Kelly Kilgour;James Patrick Pitt;Sean Patrick Murphy;Peter Dillon;Kevin Dorman;Kelson Henderson;David Van Horn;Jacob Tomuri;Michael Blain-Rozgay;Jon Curry;Julene Renee;Luke Hawker;Woody Schultz;Peter Mensah;Sonia Yee;Jahnel Curfman;Ilram Choi;Kyla Warren;Lisa Roumain;Debra Wilson;Taylor Kibby;Jodie Landau;Chris Mala;Julie Lamm;Cullen B. Madden;Joseph Brady Madden;Frankie Torres;Austin Wilson;Sara Wilson;Tamica Washington-Miller;Lucy Briant;Nathan Meister;Gerry Blair;Matthew Chamberlain;Paul Yates;Wray Wilson;James Gaylyn;Melvin Leno Clark III;Carvon Futrell;Brandon Jelkes;Micah Moch;Hanniyah Muhammad;Christopher Nolen;Christa Oliver;April Marie Thomas;Bravita A. Threatt;Colin Bleasdale;Mike Bodnar;Matt Clayton;Nicole Dionne;Jamie Harrison;Allan Henry;Anthony Ingruber;Ashley Jeffery;Dean Knowsley;Joseph Mika-Hunt;Terry Notary;Kai Pantano;Logan Pithyou;Stuart Pollock;Raja;Gareth Ruck;Rhian Sheehan;T.J. Storm;Jodie Taylor;Alicia Vela-Bailey;Richard Whiteside;Nikie Zambo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Ross ;David McCullough;Jeff Bridges;Paul Vincent O'Connor;Chris Cooper;Michael Ensign;James Keane;Valerie Mahaffey;David Doty;Carl M. Craig;Michael O'Neill;Annie Corley;Michael Angarano;Cameron Bowen;Noah Luke;Mariah Bess;Jamie Lee Redmon;Ed Lauter;Gianni Russo;Sam Bottoms;Tobey Maguire;Royce D. Applegate;William Hollick;Joe Rocco Jr.;Dyllan Christopher;Anthony Klingman;Elizabeth Banks;Michelle Arthur;Gary Stevens;Danny Strong;Hans Howes;Camillia Sanes Monet;Clif Alvey;Dan Daily;Borden Flanagan;Shay Duffin;Kevin Mangold;William H. Macy;Jay Cohen;Frank Mirahmadi;Michael Hunter;Peter Jason;John Walcutt;Tony Volu;James DuMont;Robin Bissell;Eddie Jones;Paige King;Andrew Schatzberg;Chris McCarron;Roger E. Fanter;Gary McGurk;Michael B. Silver;Richard Reeves;Matt Miller;Gary Ross;Pat Skipper;Ben Campisi;Ken Magee;Gary Hacker;Jose Hernandez;Jesse Hernandez;Julio Hernandez;José Ramírez;Fernando C. Moreno;Tony Rhune;Dennis Meade;Javier Juarequi;Aerial Delarosa;Eric Hernandez;Raul Cuellar;Catherine M. Baseza;Gina A. Duran;Cynthia Reifler Flores;Monica Fogelquist;Maria Luisa Fregosa;Ruby Guiterrez;Sylvia N. Hinojosa;Mariana Nanez;Leticia Olmos;Laura Pena;Karla Tovar;George Baker;Matthew Gillies;Jacqui Larsson;Daniel Martinez;J. Aaron Stanley;Michael White;Ivan Wild;Loyd Catlett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seth Gordon ;Vince Vaughn;Reese Witherspoon;Robert Duvall;Sissy Spacek;Jon Voight;Jon Favreau;Mary Steenburgen;Dwight Yoakam;Tim McGraw;Kristin Chenoweth;Katy Mixon;Colleen Camp;Jeanette Miller;Jack Donner;Steve Wiebe;Zak Boggan;Skyler Gisondo;True Bella Pinci;Patrick Van Horn;Marissa Tejada Benekos;Cedric Yarbrough;Brian Baumgartner;Peter Billingsley;Sterling Beaumon;T'y Brown;Ryder Bucaro;Callie Croughwell;Taylor Geare;Zachary Gordon;Reef Graham;Zai Moore;Destiny Petty;Diamond Petty;Bryce Robinson;Cort Rogers;Mackenzie Brooke Smith;Ava Rose Williams;Haidyn Winther;Stephanie Venditto;Creagen Dow;Noah Munck;Matthew Glen Johnson;Bubba Dean Rambo;Quinn VanAntwerp;Alison Martin;Daniel Hagen;Vernon Vaughn;Shea Vaughn;Ronald D. Brown;Jimmy Gonzales;Constance Maris;Tossaporn Banks;Howard Leese;Richie Onori;Stu Simone;Stuart Smith;Sean McNabb;Laura Johnson;Haley Hallak;JoAnn Fregalette Jansen;David Aranovich;Steve Byrne;Irena A. Hoffman;Collette Wolfe;Kayla Blake;Lora McLaughlin;Vincent Albo;Martin Andris;Karl Antony;Heather Black;Rick Camp;Jason Castle;Zachary Culbertson;Maddie Eisler;Adrian Emmanuel;Eric Feliciano;Roger Groh;Nancy Guerriero;Daryl Anthony Harper;Frederick Keith Johnson;Carol Kane;Devon Marie King;Kitty Kreidler;Lee Kuhn;Mark Lavell;Allan Lazo;Michelle Lenhardt;Charles Lewis III;Krystal MacKnight;Amy Mader;Isa Magomedov;Laura Meadows;Ajani Perkins;David Alan Poe;Jeff Redlick;Indy Rishi;Lauren Selman;Tony Sommers;Toni Staniewicz;Brennan Taylor;Dominique Whitney Thomas;Cameron Caldwell Thorpe;Brian Vowell;Cindy Warner;Shawna Washabaugh;Steve Wharton;Maria Zambrana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stephen Sommers ;Hugh Jackman;Kate Beckinsale;Richard Roxburgh;David Wenham;Shuler Hensley;Elena Anaya;Will Kemp;Kevin J. O'Connor;Alun Armstrong;Silvia Colloca;Josie Maran;Tom Fisher;Samuel West;Robbie Coltrane;Stephen Fisher;Dana Morávková;Zuzana Durdinová;Jaroslav Vízner;Marek Vasut;Samantha Sommers;Dorel Mois;Marianna Mois;Laurence Racine;Patrice Wojciechowski;Kacie Borrowman;Ryan James;Martin Klebba;Allison Queal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chuck Russell ;Jim Carrey;Peter Riegert;Peter Greene;Amy Yasbeck;Richard Jeni;Orestes Matacena;Tim Bagley;Nancy Fish;Johnny Williams;Reg E. Cathey;Jim Doughan;Denis Forest;Cameron Diaz;Joseph Alfieri;B.J. Barie;Catherine Berge;Phil Boardman;Krista Buonauro;Debra Casey;Blake Clark;Christopher Darga;Suzanne Dunn;Joely Fisher;Kevin Grevioux;Peter Jazwinski;Howard Kay;Robert Keith;Beau Lotterman;Scott McElroy;Richard Montes;Ivory Ocean;Robert O'Reilly;Louis Ortiz;Daniel James Peterson;Jeremy Roberts;Eamonn Roche;Randi Ruimy;Ben Stein;Nils Allen Stewart;Chris Taylor;Bullet Valmont;Wendy L. Walsh;Meadow Williams;Max;Susan Boyd;Leslie Cook;Krista Miller;Richard Raynesford;Rebecca Ryiz;Garret Sato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dennis Dugan ;Adam Sandler;Kevin James;Jessica Biel;Dan Aykroyd;Ving Rhames;Steve Buscemi;Nicholas Turturro;Allen Covert;Rachel Dratch;Richard Chamberlain;Nick Swardson;Blake Clark;Mary Pat Gleason;Matt Winston;Lance Bass;Dave Matthews;Dan Patrick;Rob Corddry;Robert Smigel;Richard Kline;Gary Valentine;Jonathan Loughran;Peter Dante;J.D. Donaruma;Michael Buscemi;Cole Morgen;Shelby Adamowsky;Brad Grunberg;John Farley;Becky O'Donohue;Jessie O'Donohue;Chandra West;Jackie Sandler;Judith Sandler;Sandy Wernick;Kevin Grady;Dennis Dugan;Kathleen Doyle;Tila Tequila;Candace Kita;Jina Song;Jamie Chung;Lena Yada;Tyler McKinney;Delaney Keefe;Conner Wiles;Mark Higgins;David Connare;Tom Silardi;Billy Concha;Darryl Adone;Chris Atwell;Kevin Nolan;Robert Harvey;Adam Herschman;Michael Westphal;Tracy Bennett;Marc Vann;Bud Mathis;Chuck Church;Michael P. Catanzarite;Jennifer Kushner;Lauren Lamonsoff;James Emory Jr.;Larry Bullock;Tim Wiles;August 'Augie' Johnson;Reagie Clark;Milton Ellis;Anthony Hicks;Ted Perlman;Stephen Dress;Taylor Graves;Don Abernathy;Michael Ahl;Christopher L. Antie;Chuck Askerneese;Greg Brown;Candice Cash;Kevin Copelan;Jennifer De Minco;Shaun Patrick Flynn;Jim Ford;Dante Henderson;Michele Karmin;Lauren Kokenes;Tyler Luban;Shaun Majumder;Tamara McDonough;Douglas Schneider;Rob Schneider;David Spade;Arne Starr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven Spielberg ;Dustin Hoffman;Robin Williams;Julia Roberts;Bob Hoskins;Maggie Smith;Caroline Goodall;Charlie Korsmo;Amber Scott;Laurel Cronin;Phil Collins;Arthur Malet;Isaiah Robinson;Jasen Fisher;Dante Basco;Raushan Hammond;James Madio;Thomas Tulak;Alex Zuckerman;Ahmad Stoner;Bogdan Georghe;Adam McNatt;René González Jr.;Brian Willis;Brett Willis;Ryan Francis;Max Hoffman;Kelly Rowan;Stephanie Furst;Shannon Marie Kies;Regina Russell;Jewel Newlander Hubbard;Jeannine Renshaw;Rebecca Hoffman;Jeannine Wagner;Francesca Serrano;Kevin Gasca;Andre Bollinger;Lauren Friedler-Gow;Bryce Armstrong;Margie Takeda;Alyson Healing;Zoe Koehler;Scott Williamson;Wayne Aten;Michael Hirshenson;Jake Hoffman;Geoffrey Lower;Don S. Davis;Cameron Thor;Brad Blumenthal;Brenda Isaacs Booth;Jan Cobler;Ruth de Sosa;Stuart White;Gwyneth Paltrow;Don McLeod;Kim O'Kelley;Beverly Polcyn;Randi Pareira;Mary Bond Davis;David Crosby;Nick Tate;Tony Burton;Glenn Close;Nick Ullett;Matthew Van Ginkel;Ray Tveden;Kim Robillard;Michael Runyard;Gary Epper;Robert Amico;Jeff Bornstein;Jimmy Buffett;Lonnie Burr;G. Larry Butler;Brian DiMuccio;Carrie Fisher;Russell Gannon;Tom Hodgins;Rick Kleber;George Lucas;Bruce Mahler;Bruce Mercury;John Michael;Lisa Wilhoit;Mark Winn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James Mangold ;Joaquin Phoenix;Reese Witherspoon;Ginnifer Goodwin;Robert Patrick;Dallas Roberts;Dan John Miller;Larry Bagby;Shelby Lynne;Tyler Hilton;Waylon Payne;Shooter Jennings;Sandra Ellis Lafferty;Dan Beene;Clay Steakley;Johnathan Rice;Johnny Holiday;Ridge Canipe;Lucas Till;Carly Nahon;McGhee Monteith;Wyatt Entrekin;Hailey Anne Nelson;Kerris Dorsey;Delaney Keefe;Victoria Hester;Deborah Rawlings;James DeForest Parker;James Keach;Davielle Boyce;Glenn Alan Gardner;Danny Vinson;Dave McPhail;Bob King;Natalie Canerday;Rhoda Griffis;Jeff Bailey;Ross Harkins;J.D. Evermore;Helen Ingebritsen;J.W. Williams;Shane Bowen;Tim Ware;Dolan Wilson;J. Allen Scott;Clare Grant;Michael Ingersoll;Carter Thrower;J.P. McNeely;Brian Deas;Glenda Pannell;Amy Lavere;Tracee Mae Miller;Ken Axmaker Jr.;Bryce Blackman;David Caffey;John Carter Cash;Mark Alan Compton;Aaron Covington;Brian Crider;Richard Crowe;Gordon Dexheimer;Josh Driver;Jeff Droke;Jeff Evans;Geoff Falk;Jan Falk;Marc Farley;Gavin Lindsay Goode;Melissa Goodwin;Cody Hanford;Selene C. Hawks;L. Michele Hester;Kimberly Hill;Ian S. Hunter;Nichole Jackson;Laurie Johnson;Jason Lewin;Katie Lindsey;Mathew Luschek;Donald Meyers;Mike Montgomery;Vince Palazola;Rich Parham;Chris Plumlee;Kevin Scroggs;Laura Lynn Seguin;Brit Shaw;Ben Taylor;Frank Hoyt Taylor;Matt Taylor;Danny Thomas;Sheila Thomas;Jim Wright;R. Elkins Wright;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mel Brooks ;Cleavon Little;Gene Wilder;Slim Pickens;Harvey Korman;Madeline Kahn;Mel Brooks;Burton Gilliam;Alex Karras;David Huddleston;Liam Dunn;John Hillerman;George Furth;Jack Starrett;Carol Arthur;Richard Collier;Charles McGregor;Robyn Hilton;Don Megowan;Dom DeLuise;Count Basie;Karl Lukas;Billy Akins;John Alderson;Don Ames;Tom Anfinsen;David Armstrong;Anne Bancroft;Herman Boden;Alex Brown;Jerry Brown;Eldon Burke;David Cadiente;Patrick Campbell;Bill Catching;Ray Chabeau;Donald Chaffin;Aneta Corsaut;Dick Crockett;Alfred DeSio;George Dockstader;Ross Dollarhyde;Hobert Durham Jr.;Stewart East;Kenny Endoso;Elly Enriquez;Richard Farnsworth;Abel Franco;Ben Frommer;John Furlong;Rick Garcia;Seamon Glass;Cecil Gold;Chuck Hayward;Robert Hitchcock;Kal Isaacs;Rosemary Johnston;Madge Journeay;M.J. Kane;Sally Kirkland;Patrick Labyorteaux;Almeteer LaFrance;Tex Lambert;Jack Lilley;Craig Littler;Jay Loft-Lyn;Bert Madrid;Ralph Manza;Jimmy Martinez;Bert May;Fred McDougall;Rod McGaughy;Bill McIntosh;Clyde McLeod;Troy Melton;Ira Miller;Jessamine Milner;Richard Monahan;Boyd 'Red' Morgan;Beans Morocco;Hal Needham;Daniel Núñez;Harvey Parry;Jack Perkins;Alan Peterson;Tom Pittman;Booty Reed;Tony Regan;Danny 'Big Black' Rey;Robert Ridgely;Rodney Allen Rippy;Hank Robinson;Wally Rose;Darrell Sandeen;Danny Sands;George Sawaya;Fred Scheiwiller;Marrietta Schmidt;David Sharpe;Eddie Smith;Tom Steele;Tim Sullivan;Jerry Summers;Lisa Summers;George Tracy;Jerry Trent;Frankie Van;Richard Vitagliano;Al Ward;Janice Whitby;Pinocchio Roy Wilson;Joe Yrigoyen;Bill Zuckert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoyt Yeatman ;Bill Nighy;Will Arnett;Zach Galifianakis;Kelli Garner;Tyler Patrick Jones;Piper Mackenzie Harris;Gabriel Casseus;Jack Conley;Niecy Nash;Justin Mentell;Loudon Wainwright III;Chris Ellis;Travis Davis;James Huang;Corey Michael Eubanks;Steve Kelso;Eddie Yansick;Troy Robinson;Mini Anden;Cameron Engels;Michael Papajohn;Algerita Wynn Lewis;Bob Sherer;Jennifer England;Jason Hellmann;Nick Teta;Nicolas Cage;Sam Rockwell;Jon Favreau;Penélope Cruz;Steve Buscemi;Tracy Morgan;Hoyt Yeatman IV;Max Favreau;Dee Bradley Baker;Roxana Ortega;Vincent De Paul;Michael J. Fisher;Todd James Jackson;Paul Joyner;Jan Nuuhiwa;Jabari Simba;Arne Starr;Helen Tucker;Maria Zambrana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Verhoeven ;Arnold Schwarzenegger;Rachel Ticotin;Sharon Stone;Ronny Cox;Michael Ironside;Marshall Bell;Mel Johnson Jr.;Michael Champion;Roy Brocksmith;Ray Baker;Rosemary Dunsmore;David Knell;Alexia Robinson;Dean Norris;Mark Carlton;Debbie Lee Carrington;Lycia Naff;Robert Costanzo;Michael LaGuardia;Priscilla Allen;Ken Strausbaugh;Marc Alaimo;Michael Gregory;Ken Gildin;Mickey Jones;Parker Whitman;Ellen Gollas;Gloria Dorson;Erika Carlsson;Benny Corral;Bob Tzudiker;Erik Cord;Frank Kopyc;Chuck Sloan;Dave Nicolson;Paula McClure;Rebecca Ruth;Milt Tarver;Roger Cudney;Monica Steuer;Sasha Rionda;Linda Howell;Robert Picardo;Kamala Lopez;Morgan Lofting;Patti Attar;Bob Bergen;Joe Unger;Karlyn Michelson;Andy Armstrong;Allan Graf;Peter Kent;Joel Kramer;Bennie Moore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mark Rydell ;Katharine Hepburn;Henry Fonda;Jane Fonda;Doug McKeon;Dabney Coleman;William Lanteau;Christopher Rydell;Troy Garity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam McKay ;Will Ferrell;Derek Jeter;Mark Wahlberg;Eva Mendes;Michael Keaton;Larnell Stovall;Jalil Jay Lynch;Roy T. Anderson;Ray Stevenson;Samuel L. Jackson;Andrew Secunda;Sara Chase;Dwayne Johnson;David Gideon;Joshua Church;Rob Riggle;Damon Wayans Jr.;Michael Delaney;Alison Becker;Steve Coogan;Warren Kelley;Bobby Cannavale;Zoe Lister Jones;Sean Heilig;Matthew J. McCarthy;Adam Phillips;Tess Kartel;Rob Mars;C.C. Taylor;Zach Woods;Jake Quinn;Andy Buckley;Elizabeth Kaledin;Will Lyman;Rob Huebel;Peter R. Thewes;Robin Ng;Natalie Zea;Brett Gelman;Malachy McCourt;Barry Carl;Benjamin Magnuson;Thomas McDonnell;James O'Donnell;Kevin Osborne;Pierce Turner;James Archie Worley;Lindsay Sloane;Shakiem Evans;Danielle Cell;Brianne Moncrief;Brooke Shields;Rosie Perez;Patrick Ferrell;Adam McKay;Oliver Wood;James Mazzola;Patrick Crowley;Ben Schwartz;Tara Copeland;Eamon Speer;Patrick Reale;Zak Orth;Pete Antico;Viola Harris;Jamie Dugal;Chris Gethard;Michael Fawcett;Pilar Angelique;Jasmine Hope Bloch;John Boonin;Joel Brody;Rory Clarke;Travis Cloer;Kevin Collins;Julie E. Davis;Sara DeRosa;Joe Dolinsky;Mark Fallon;John Farrer;Larry Goldstein;Johnathan Hallgrey;Anne Heche;Gina Hernandez;Rosemary Howard;Ice-T;Michael Jeremiah;Benjamin Kanes;Arnold Y. Kim;Ai Kiyono;Scott J. Klein;Tony Kost;Shelby Kovant;Dustin LaValley;Samantha Maldonado;Sean Marrinan;Laura Martinelli;Thomas Middleditch;Tracy Morgan;Carol Anne Mueller;Kathy Patterson;Angel Picard-Ami;T.J. Quicksilver;Jay Santiago;John J. Schneider;Harry L. Seddon;Skip Shea;Josef Sommer;Sebastian Sommer;Paul Thornton;Emmanuel Todorov;Martin Toohey;Naeem Uzimann;Jim Waters;Steven Weisz;Roy James Wilson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
